# *CALIBRATION************
# Voff:  -0.000557, -0.000502, 0.000355
# Oe*Vref/V:  18766.300781, 19118.269531, 18920.400390
# mV/Vref/Oe:  0.053287, 0.052306, 0.052853
# Hrel:  0.000000, 0.000000, 0.000000
# ADC Vref:  4.000000
# ADC Bits:  16
# ADC samples:  10
# ADC Speed:  4
# Linearization
# A0:  0.000000, 0.000000, 0.000000
# A1:  1.000000, 1.000000, 1.000000
# A2:  0.000000, 0.000000, 0.000000
# A3:  0.222500, 0.222500, 0.222500
# A4:  0.000000, 0.000000, 0.000000
# A5:  3.403000, 3.403000, 3.403000
# Orthogonalization
# 1.000000, 0.000000, 0.000000
# 0.000000, 1.000000, 0.000000
# 0.000000, 0.000000, 1.000000
# EEPROM Cal Valid, Valid, Valid
# EEPROM Lin Valid, Valid, Valid
# EEPROM Ortho Not Valid
# Sensor ID:   USB25103-1715507101             
# Software Version:  MDTUSBMAG3D.V9.20220510
# ************************
# 
# SENSOR_NB_SAMPLE: 10 
# SENSOR_GAIN: 1 
# SENSOR_READ_DELAY: 0.7 
# SENSOR_Oe_mT: 0.1 
# working dist: 5 mm
# Rotation step angle: 2.4°
# sensor pos #1: 15 mm
# sensor pos #2: 35 mm
# sensor pos #3: 65 mm
# sensor pos #4: 85 mm
#
# angle[°]; X1_magn [mT]; Y1_magn [mT]; Z1_magn [mT]; X2_magn [mT]; Y2_magn [mT]; Z2_magn [mT]; X3_magn [mT]; Y3_magn [mT]; Z3_magn [mT]; X4_magn [mT]; Y4_magn [mT]; Z4_magn [mT]
  0.0;   -4.332100;   -1.732900;  -76.082000;   -5.139200;   -2.116700;  -80.427000;   -4.374600;   -1.932600;  -82.975000;   -3.587300;   -3.754500;  -82.562000
  2.4;  -33.171000;   -3.956100;  -81.928000;  -33.180000;   -3.959100;  -81.921000;  -33.175000;   -3.946800;  -81.937000;  -33.184000;   -3.947500;  -81.943000
  4.8;  -67.927000;   -3.712700;  -75.250000;  -67.940000;   -3.710800;  -75.244000;  -67.951000;   -3.716000;  -75.239000;  -67.938000;   -3.706700;  -75.243000
  7.2;  -70.611000;   -3.026300;  -66.368000;  -70.625000;   -3.018100;  -66.356000;  -70.609000;   -3.002100;  -66.356000;  -70.619000;   -3.011400;  -66.365000
  9.6;  -60.595000;   -2.445300;  -60.400000;  -60.596000;   -2.456900;  -60.401000;  -60.611000;   -2.440500;  -60.403000;  -60.592000;   -2.448700;  -60.409000
 12.0;  -67.464000;   -2.331100;  -56.752000;  -67.461000;   -2.320200;  -56.746000;  -67.481000;   -2.326600;  -56.737000;  -67.469000;   -2.319900;  -56.750000
 14.4;  -98.278000;   -2.209300;  -49.922000;  -98.285000;   -2.219800;  -49.907000;  -98.310000;   -2.228800;  -49.925000;  -98.295000;   -2.226100;  -49.913000
 16.8; -121.940000;   -1.635400;  -37.114000; -121.940000;   -1.637300;  -37.095000; -121.960000;   -1.642900;  -37.112000; -121.930000;   -1.630600;  -37.111000
 19.2; -121.000000;   -0.703780;  -23.006000; -121.000000;   -0.706020;  -22.992000; -121.010000;   -0.710120;  -23.001000; -121.000000;   -0.695190;  -22.994000
 21.6; -113.690000;    0.190530;  -10.664000; -113.690000;    0.197250;  -10.657000; -113.680000;    0.189780;  -10.645000; -113.680000;    0.203590;  -10.653000
