# *CALIBRATION************
# Voff:  -0.000557, -0.000502, 0.000355
# Oe*Vref/V:  18766.300781, 19118.269531, 18920.400390
# mV/Vref/Oe:  0.053287, 0.052306, 0.052853
# Hrel:  0.000000, 0.000000, 0.000000
# ADC Vref:  4.000000
# ADC Bits:  16
# ADC samples:  10
# ADC Speed:  4
# Linearization
# A0:  0.000000, 0.000000, 0.000000
# A1:  1.000000, 1.000000, 1.000000
# A2:  0.000000, 0.000000, 0.000000
# A3:  0.222500, 0.222500, 0.222500
# A4:  0.000000, 0.000000, 0.000000
# A5:  3.403000, 3.403000, 3.403000
# Orthogonalization
# 1.000000, 0.000000, 0.000000
# 0.000000, 1.000000, 0.000000
# 0.000000, 0.000000, 1.000000
# EEPROM Cal Valid, Valid, Valid
# EEPROM Lin Valid, Valid, Valid
# EEPROM Ortho Not Valid
# Sensor ID:   USB25103-1715507101             
# Software Version:  MDTUSBMAG3D.V9.20220510
# ************************
# 
# SENSOR_NB_SAMPLE: 10 
# SENSOR_GAIN: 1 
# SENSOR_READ_DELAY: 0.7 
# SENSOR_Oe_mT: 0.1 
# working dist: 5 mm
# Rotation step angle: 12.000000000000004°
# sensor pos #1: 0 mm
# sensor pos #2: 1 mm
#
# ZPos#; a[°]; X1_magn[mT]; Y1_magn[mT]; Z1_magn[mT]
 1;  0.0;  -58.566000;   20.550000;    6.210600
 1; 12.0;  -53.298000;   18.160000;  -17.500000
 1; 24.0;  -26.465000;    8.870700;  -34.849000
 1; 36.0;    9.875400;   -3.731700;  -39.014000
 1; 48.0;   43.077000;  -14.627000;  -28.474000
 1; 60.0;   59.091000;  -19.498000;   -6.348500
 1; 72.0;   52.778000;  -16.857000;   17.500000
 1; 84.0;   25.080000;   -7.366400;   34.402000
 1; 96.0;  -11.248000;    5.115700;   37.841000
 1;108.0;  -43.324000;   15.715000;   26.814000
 1;120.0;  -58.037000;   20.349000;    4.874700
 1;132.0;  -51.239000;   17.644000;  -18.309000
 1;144.0;  -24.273000;    8.392000;  -34.548000
 1;156.0;   10.945000;   -3.796700;  -37.793000
 1;168.0;   42.005000;  -14.144000;  -27.065000
 1;180.0;   56.501000;  -18.611000;   -5.783500
 1;192.0;   50.176000;  -15.981000;   16.958000
 1;204.0;   24.191000;   -6.970600;   33.103000
 1;216.0;  -10.193000;    4.882700;   36.652000
 1;228.0;  -41.075000;   15.062000;   26.441000
 1;240.0;  -56.114000;   19.657000;    5.604600
 1;252.0;  -50.744000;   17.264000;  -17.013000
 1;264.0;  -25.446000;    8.443500;  -33.619000
 1;276.0;    9.118500;   -3.501700;  -37.794000
 1;288.0;   40.932000;  -13.944000;  -27.986000
 1;300.0;   57.010000;  -18.852000;   -6.989700
 1;312.0;   52.040000;  -16.518000;   16.109000
 1;324.0;   26.513000;   -7.469100;   33.308000
 1;336.0;   -9.079800;    4.762900;   37.807000
 1;348.0;  -41.869000;   15.544000;   27.864000
 2;  0.0;  -59.581000;   19.964000;    6.287100
 2; 12.0;  -54.234000;   17.608000;  -17.779000
 2; 24.0;  -26.883000;    8.540600;  -35.366000
 2; 36.0;   10.165000;   -3.678700;  -39.516000
 2; 48.0;   43.877000;  -14.214000;  -28.797000
 2; 60.0;   60.082000;  -18.900000;   -6.361100
 2; 72.0;   53.699000;  -16.283000;   17.798000
 2; 84.0;   25.514000;   -7.074400;   34.884000
 2; 96.0;  -11.451000;    5.025400;   38.330000
 2;108.0;  -44.100000;   15.299000;   27.132000
 2;120.0;  -59.019000;   19.750000;    4.894700
 2;132.0;  -52.135000;   17.125000;  -18.585000
 2;144.0;  -24.656000;    8.084700;  -35.036000
 2;156.0;   11.177000;   -3.734700;  -38.285000
 2;168.0;   42.801000;  -13.752000;  -27.363000
 2;180.0;   57.481000;  -18.049000;   -5.770600
 2;192.0;   51.047000;  -15.453000;   17.231000
 2;204.0;   24.618000;   -6.701400;   33.560000
 2;216.0;  -10.388000;    4.820700;   37.133000
 2;228.0;  -41.798000;   14.681000;   26.760000
 2;240.0;  -57.079000;   19.104000;    5.617200
 2;252.0;  -51.599000;   16.756000;  -17.283000
 2;264.0;  -25.893000;    8.169800;  -34.079000
 2;276.0;    9.253400;   -3.419900;  -38.299000
 2;288.0;   41.640000;  -13.563000;  -28.357000
 2;300.0;   58.008000;  -18.278000;   -7.001900
 2;312.0;   52.894000;  -15.947000;   16.438000
 2;324.0;   26.806000;   -7.104700;   33.857000
 2;336.0;   -9.466500;    4.773700;   38.309000
 2;348.0;  -42.732000;   15.163000;   28.141000
