# *CALIBRATION************
# Voff:  -0.000557, -0.000502, 0.000355
# Oe*Vref/V:  18766.300781, 19118.269531, 18920.400390
# mV/Vref/Oe:  0.053287, 0.052306, 0.052853
# Hrel:  0.000000, 0.000000, 0.000000
# ADC Vref:  4.000000
# ADC Bits:  16
# ADC samples:  10
# ADC Speed:  4
# Linearization
# A0:  0.000000, 0.000000, 0.000000
# A1:  1.000000, 1.000000, 1.000000
# A2:  0.000000, 0.000000, 0.000000
# A3:  0.222500, 0.222500, 0.222500
# A4:  0.000000, 0.000000, 0.000000
# A5:  3.403000, 3.403000, 3.403000
# Orthogonalization
# 1.000000, 0.000000, 0.000000
# 0.000000, 1.000000, 0.000000
# 0.000000, 0.000000, 1.000000
# EEPROM Cal Valid, Valid, Valid
# EEPROM Lin Valid, Valid, Valid
# EEPROM Ortho Not Valid
# Sensor ID:   USB25103-1715507101             
# Software Version:  MDTUSBMAG3D.V9.20220510
# ************************
# 
# SENSOR_NB_SAMPLE: 10 
# SENSOR_GAIN: 1 
# SENSOR_READ_DELAY: 0.7 
# SENSOR_Oe_mT: 0.1 
# working dist: 2 mm
# Rotation step angle: 12.000000000000004°
# sensor pos #1: 0 mm
# sensor pos #2: 1 mm
#
# ZPos#; a[°]; X1_magn[mT]; Y1_magn[mT]; Z1_magn[mT]
 1;  0.0;  -45.731000;   15.569000;  -22.297000
 1; 12.0;  -17.081000;    5.534300;  -36.054000
 1; 24.0;   18.076000;   -6.449400;  -36.663000
 1; 36.0;   47.372000;  -15.866000;  -23.577000
 1; 48.0;   57.606000;  -18.973000;   -1.198600
 1; 60.0;   47.048000;  -14.767000;   21.594000
 1; 72.0;   17.693000;   -4.418800;   35.934000
 1; 84.0;  -18.559000;    7.871800;   36.647000
 1; 96.0;  -48.695000;   17.450000;   23.275000
 1;108.0;  -59.219000;   20.697000;    0.233330
 1;120.0;  -47.946000;   16.387000;  -23.132000
 1;132.0;  -17.327000;    5.721000;  -37.426000
 1;144.0;   19.675000;   -6.936300;  -37.708000
 1;156.0;   49.819000;  -16.641000;  -23.730000
 1;168.0;   59.477000;  -19.603000;   -0.514990
 1;180.0;   47.356000;  -15.085000;   22.848000
 1;192.0;   16.284000;   -4.347500;   36.693000
 1;204.0;  -20.133000;    8.074600;   36.498000
 1;216.0;  -49.449000;   17.600000;   22.315000
 1;228.0;  -58.326000;   20.403000;   -0.793250
 1;240.0;  -45.919000;   15.899000;  -23.467000
 1;252.0;  -15.697000;    5.398400;  -36.786000
 1;264.0;   19.671000;   -6.751100;  -36.464000
 1;276.0;   47.912000;  -15.981000;  -22.731000
 1;288.0;   56.820000;  -18.689000;   -0.254830
 1;300.0;   45.100000;  -14.268000;   22.041000
 1;312.0;   15.915000;   -4.108500;   35.337000
 1;324.0;  -19.160000;    7.776300;   35.302000
 1;336.0;  -47.214000;   16.897000;   21.972000
 1;348.0;  -56.635000;   19.767000;    0.099554
 2;  0.0;  -46.826000;   15.191000;  -22.442000
 2; 12.0;  -17.521000;    5.383800;  -36.501000
 2; 24.0;   18.454000;   -6.331400;  -37.107000
 2; 36.0;   48.195000;  -15.439000;  -23.883000
 2; 48.0;   58.568000;  -18.401000;   -1.343900
 2; 60.0;   48.094000;  -14.345000;   21.655000
 2; 72.0;   18.280000;   -4.283200;   36.328000
 2; 84.0;  -18.806000;    7.697100;   37.084000
 2; 96.0;  -49.396000;   17.028000;   23.524000
 2;108.0;  -60.117000;   20.067000;    0.173090
 2;120.0;  -48.853000;   15.888000;  -23.402000
 2;132.0;  -17.977000;    5.587300;  -37.891000
