# *CALIBRATION************
# Voff:  -0.000557, -0.000502, 0.000355
# Oe*Vref/V:  18766.300781, 19118.269531, 18920.400390
# mV/Vref/Oe:  0.053287, 0.052306, 0.052853
# Hrel:  0.000000, 0.000000, 0.000000
# ADC Vref:  4.000000
# ADC Bits:  16
# ADC samples:  10
# ADC Speed:  4
# Linearization
# A0:  0.000000, 0.000000, 0.000000
# A1:  1.000000, 1.000000, 1.000000
# A2:  0.000000, 0.000000, 0.000000
# A3:  0.222500, 0.222500, 0.222500
# A4:  0.000000, 0.000000, 0.000000
# A5:  3.403000, 3.403000, 3.403000
# Orthogonalization
# 1.000000, 0.000000, 0.000000
# 0.000000, 1.000000, 0.000000
# 0.000000, 0.000000, 1.000000
# EEPROM Cal Valid, Valid, Valid
# EEPROM Lin Valid, Valid, Valid
# EEPROM Ortho Not Valid
# Sensor ID:   USB25103-1715507101             
# Software Version:  MDTUSBMAG3D.V9.20220510
# ************************
# 
# SENSOR_NB_SAMPLE: 10 
# SENSOR_GAIN: 1 
# SENSOR_READ_DELAY: 0.7 
# SENSOR_Oe_mT: 0.1 
# working dist: 10 mm
# Rotation step angle: 6.0°
# sensor pos #1: 15 mm
#
# angle[°]; X1_magn [mT]; Y1_magn [mT]; Z1_magn [mT]
  0.0;    1.430900;    1.686000;   58.916000
  6.0;  -24.889000;    4.503700;   56.963000
 12.0;  -49.118000;    6.930100;   48.614000
 18.0;  -70.568000;    8.735900;   36.538000
 24.0;  -84.042000;    9.684400;   18.463000
 30.0;  -84.579000;    9.771000;    0.608040
 36.0;  -83.944000;    8.965900;  -16.618000
 42.0;  -73.530000;    7.321800;  -34.886000
 48.0;  -50.926000;    4.954800;  -48.032000
 54.0;  -29.295000;    2.139700;  -56.810000
 60.0;   -1.280000;   -0.741490;  -59.715000
 66.0;   25.193000;   -3.516600;  -57.772000
 72.0;   49.479000;   -5.880300;  -49.411000
 78.0;   71.360000;   -7.657300;  -37.298000
 84.0;   84.921000;   -8.573700;  -19.086000
 90.0;   85.432000;   -8.667000;   -1.128100
 96.0;   84.799000;   -7.854500;   16.146000
102.0;   74.106000;   -6.292500;   34.525000
108.0;   51.184000;   -3.810500;   47.608000
114.0;   29.374000;   -1.014800;   56.333000
120.0;    1.210600;    1.863400;   59.154000
126.0;  -25.368000;    4.617200;   57.144000
132.0;  -49.625000;    6.973000;   48.721000
138.0;  -71.421000;    8.718000;   36.562000
144.0;  -84.788000;    9.564900;   18.353000
150.0;  -85.247000;    9.642200;    0.402210
156.0;  -84.564000;    8.855400;  -16.879000
162.0;  -73.826000;    7.247100;  -35.263000
168.0;  -50.991000;    4.964900;  -48.338000
174.0;  -29.073000;    2.161400;  -57.061000
180.0;   -0.995190;   -0.751200;  -59.872000
186.0;   25.639000;   -3.540500;  -57.854000
192.0;   49.913000;   -6.061000;  -49.421000
198.0;   71.718000;   -7.680100;  -37.202000
204.0;   85.052000;   -8.555000;  -19.005000
210.0;   85.528000;   -8.647200;   -1.075600
216.0;   84.828000;   -7.862000;   16.233000
222.0;   74.050000;   -6.269700;   34.574000
228.0;   51.202000;   -4.002800;   47.624000
234.0;   29.244000;   -1.246300;   56.349000
240.0;    0.929460;    1.651700;   59.038000
246.0;  -25.684000;    4.496600;   56.920000
252.0;  -49.757000;    6.940600;   48.429000
258.0;  -71.261000;    8.766900;   36.264000
264.0;  -84.374000;    9.725100;   18.217000
270.0;  -84.839000;    9.855400;    0.414400
276.0;  -84.120000;    9.091400;  -16.757000
282.0;  -73.534000;    7.501000;  -34.897000
288.0;  -50.977000;    5.186700;  -47.926000
294.0;  -29.308000;    2.358900;  -56.654000
300.0;   -1.331300;   -0.641790;  -59.569000
306.0;   25.163000;   -3.497600;  -57.604000
312.0;   49.404000;   -5.968400;  -49.221000
318.0;   70.868000;   -7.810100;  -37.155000
324.0;   84.290000;   -8.723800;  -19.217000
330.0;   84.882000;   -8.836200;   -1.381900
336.0;   84.232000;   -8.037500;   15.833000
342.0;   73.846000;   -6.393300;   34.108000
348.0;   51.250000;   -4.043500;   47.254000
354.0;   29.594000;   -1.225800;   56.031000
360.0;    1.452500;    1.703200;   58.939000
