# *CALIBRATION************
# Voff:  -0.000557, -0.000502, 0.000355
# Oe*Vref/V:  18766.300781, 19118.269531, 18920.400390
# mV/Vref/Oe:  0.053287, 0.052306, 0.052853
# Hrel:  0.000000, 0.000000, 0.000000
# ADC Vref:  4.000000
# ADC Bits:  16
# ADC samples:  10
# ADC Speed:  4
# Linearization
# A0:  0.000000, 0.000000, 0.000000
# A1:  1.000000, 1.000000, 1.000000
# A2:  0.000000, 0.000000, 0.000000
# A3:  0.222500, 0.222500, 0.222500
# A4:  0.000000, 0.000000, 0.000000
# A5:  3.403000, 3.403000, 3.403000
# Orthogonalization
# 1.000000, 0.000000, 0.000000
# 0.000000, 1.000000, 0.000000
# 0.000000, 0.000000, 1.000000
# EEPROM Cal Valid, Valid, Valid
# EEPROM Lin Valid, Valid, Valid
# EEPROM Ortho Not Valid
# Sensor ID:   USB25103-1715507101             
# Software Version:  MDTUSBMAG3D.V9.20220510
# ************************
# 
# SENSOR_NB_SAMPLE: 10 
# SENSOR_GAIN: 1 
# SENSOR_READ_DELAY: 0.7 
# SENSOR_Oe_mT: 0.1 
# working dist: 15 mm
# Rotation step angle: 1.2°
# sensor pos #1: 30 mm
#
# angle[°]; X1_magn [mT]; Y1_magn [mT]; Z1_magn [mT]
  0.0;  -59.245000;   -5.556500;  -29.133000
  1.2;  -62.263000;   -5.686500;  -26.272000
  2.4;  -64.809000;   -5.806000;  -23.365000
  3.6;  -67.022000;   -5.884400;  -20.259000
  4.8;  -68.820000;   -5.932900;  -16.982000
  6.0;  -70.132000;   -5.967700;  -13.693000
  7.2;  -71.007000;   -5.938900;  -10.434000
  8.4;  -71.529000;   -5.908700;   -7.314500
  9.6;  -71.837000;   -5.869500;   -4.163800
 10.8;  -71.958000;   -5.797400;   -0.970260
 12.0;  -71.927000;   -5.702500;    2.138700
 13.2;  -71.772000;   -5.599100;    5.213200
 14.4;  -71.509000;   -5.466200;    8.157800
 15.6;  -71.106000;   -5.311200;   11.173000
 16.8;  -70.559000;   -5.144700;   14.289000
 18.0;  -69.776000;   -4.940400;   17.377000
 19.2;  -68.718000;   -4.706300;   20.436000
 20.4;  -67.355000;   -4.475900;   23.380000
 21.6;  -65.568000;   -4.212700;   26.332000
 22.8;  -63.240000;   -3.913200;   29.280000
 24.0;  -60.463000;   -3.588300;   32.049000
 25.2;  -57.318000;   -3.240300;   34.649000
 26.4;  -53.985000;   -2.913200;   36.958000
 27.6;  -50.407000;   -2.543900;   39.126000
 28.8;  -46.660000;   -2.173900;   41.150000
 30.0;  -42.974000;   -1.788500;   42.957000
 31.2;  -39.345000;   -1.397200;   44.576000
 32.4;  -35.774000;   -1.027500;   45.993000
 33.6;  -31.985000;   -0.630590;   47.297000
 34.8;  -27.827000;   -0.213500;   48.476000
 36.0;  -23.493000;    0.209200;   49.454000
 37.2;  -19.016000;    0.615830;   50.210000
 38.4;  -14.547000;    1.009400;   50.744000
 39.6;   -9.964600;    1.412300;   51.055000
 40.8;   -5.374500;    1.810000;   51.185000
 42.0;   -0.953400;    2.161400;   51.096000
 43.2;    3.362900;    2.562800;   50.840000
 44.4;    7.537300;    2.970100;   50.445000
 45.6;   11.925000;    3.343900;   49.857000
 46.8;   16.487000;    3.706500;   49.064000
 48.0;   21.168000;    4.054500;   48.062000
 49.2;   25.683000;    4.398000;   46.868000
 50.4;   29.948000;    4.688200;   45.501000
 51.6;   34.084000;    5.012700;   43.922000
 52.8;   38.023000;    5.298000;   42.129000
 54.0;   41.697000;    5.568700;   40.196000
 55.2;   45.214000;    5.820300;   38.133000
