# *CALIBRATION************
# Voff:  -0.000557, -0.000502, 0.000355
# Oe*Vref/V:  18766.300781, 19118.269531, 18920.400390
# mV/Vref/Oe:  0.053287, 0.052306, 0.052853
# Hrel:  0.000000, 0.000000, 0.000000
# ADC Vref:  4.000000
# ADC Bits:  16
# ADC samples:  10
# ADC Speed:  4
# Linearization
# A0:  0.000000, 0.000000, 0.000000
# A1:  1.000000, 1.000000, 1.000000
# A2:  0.000000, 0.000000, 0.000000
# A3:  0.222500, 0.222500, 0.222500
# A4:  0.000000, 0.000000, 0.000000
# A5:  3.403000, 3.403000, 3.403000
# Orthogonalization
# 1.000000, 0.000000, 0.000000
# 0.000000, 1.000000, 0.000000
# 0.000000, 0.000000, 1.000000
# EEPROM Cal Valid, Valid, Valid
# EEPROM Lin Valid, Valid, Valid
# EEPROM Ortho Not Valid
# Sensor ID:   USB25103-1715507101             
# Software Version:  MDTUSBMAG3D.V9.20220510
# ************************
# 
# SENSOR_NB_SAMPLE: 10 
# SENSOR_GAIN: 1 
# SENSOR_READ_DELAY: 0.7 
# SENSOR_Oe_mT: 0.1 
# working dist: 2 mm
# Rotation step angle: 12.000000000000004°
# sensor pos #1: 0 mm
# sensor pos #2: 1 mm
#
# ZPos#; a[°]; X1_magn[mT]; Y1_magn[mT]; Z1_magn[mT]
 1;  0.0;   49.207000;  -16.435000;  -24.182000
 1; 12.0;   59.383000;  -19.539000;   -0.802490
 1; 24.0;   47.657000;  -15.202000;   22.525000
 1; 36.0;   16.931000;   -4.584900;   36.572000
 1; 48.0;  -19.805000;    7.907300;   36.547000
 1; 60.0;  -49.164000;   17.432000;   22.495000
 1; 72.0;  -58.225000;   20.365000;   -0.505010
 1; 84.0;  -46.267000;   16.025000;  -23.098000
 1; 96.0;  -16.456000;    5.681400;  -36.614000
 1;108.0;   19.056000;   -6.504600;  -36.566000
 1;120.0;   47.547000;  -15.797000;  -22.949000
 1;132.0;   56.740000;  -18.641000;   -0.548620
 1;144.0;   45.487000;  -14.407000;   21.645000
 1;156.0;   16.591000;   -4.366100;   35.174000
 1;168.0;  -18.198000;    7.516400;   35.501000
 1;180.0;  -46.688000;   16.705000;   22.423000
 1;192.0;  -56.551000;   19.724000;    0.418840
 1;204.0;  -46.275000;   15.746000;  -21.790000
 1;216.0;  -17.980000;    5.846100;  -35.822000
 1;228.0;   17.176000;   -6.158800;  -36.810000
 1;240.0;   46.739000;  -15.687000;  -24.050000
 1;252.0;   57.498000;  -18.954000;   -1.658700
 1;264.0;   47.516000;  -14.936000;   21.080000
 1;276.0;   18.674000;   -4.776500;   35.686000
 1;288.0;  -17.552000;    7.547000;   36.821000
 1;300.0;  -48.049000;   17.338000;   23.745000
 1;312.0;  -59.099000;   20.661000;    0.743660
 1;324.0;  -48.485000;   16.551000;  -22.599000
 1;336.0;  -18.428000;    6.074300;  -37.159000
 1;348.0;   18.518000;   -6.575600;  -37.898000
 2;  0.0;   50.074000;  -15.944000;  -24.486000
 2; 12.0;   60.388000;  -18.927000;   -0.754450
 2; 24.0;   48.479000;  -14.664000;   22.885000
 2; 36.0;   17.238000;   -4.378400;   37.078000
 2; 48.0;  -20.100000;    7.721000;   37.031000
 2; 60.0;  -50.033000;   16.962000;   22.769000
 2; 72.0;  -59.213000;   19.779000;   -0.584090
 2; 84.0;  -46.999000;   15.511000;  -23.501000
 2; 96.0;  -16.613000;    5.458500;  -37.135000
 2;108.0;   19.587000;   -6.375000;  -37.008000
 2;120.0;   48.490000;  -15.362000;  -23.128000
 2;132.0;   57.689000;  -18.064000;   -0.439600
 2;144.0;   46.255000;  -13.925000;   21.999000
 2;156.0;   16.903000;   -4.186100;   35.649000
 2;168.0;  -18.491000;    7.372600;   35.984000
 2;180.0;  -47.473000;   16.278000;   22.727000
 2;192.0;  -57.490000;   19.165000;    0.381880
 2;204.0;  -47.111000;   15.289000;  -22.100000
 2;216.0;  -18.259000;    5.640400;  -36.324000
 2;228.0;   17.530000;   -6.011700;  -37.293000
 2;240.0;   47.603000;  -15.238000;  -24.322000
 2;252.0;   58.487000;  -18.350000;   -1.619500
 2;264.0;   48.343000;  -14.433000;   21.444000
 2;276.0;   18.990000;   -4.521800;   36.190000
 2;288.0;  -17.885000;    7.401700;   37.304000
 2;300.0;  -48.908000;   16.870000;   24.028000
 2;312.0;  -60.094000;   20.049000;    0.708550
 2;324.0;  -49.333000;   16.035000;  -22.925000
 2;336.0;  -18.705000;    5.840100;  -37.690000
 2;348.0;   18.889000;   -6.407500;  -38.383000
