# *CALIBRATION************
# Voff:  -0.000557, -0.000502, 0.000355
# Oe*Vref/V:  18766.300781, 19118.269531, 18920.400390
# mV/Vref/Oe:  0.053287, 0.052306, 0.052853
# Hrel:  0.000000, 0.000000, 0.000000
# ADC Vref:  4.000000
# ADC Bits:  16
# ADC samples:  10
# ADC Speed:  4
# Linearization
# A0:  0.000000, 0.000000, 0.000000
# A1:  1.000000, 1.000000, 1.000000
# A2:  0.000000, 0.000000, 0.000000
# A3:  0.222500, 0.222500, 0.222500
# A4:  0.000000, 0.000000, 0.000000
# A5:  3.403000, 3.403000, 3.403000
# Orthogonalization
# 1.000000, 0.000000, 0.000000
# 0.000000, 1.000000, 0.000000
# 0.000000, 0.000000, 1.000000
# EEPROM Cal Valid, Valid, Valid
# EEPROM Lin Valid, Valid, Valid
# EEPROM Ortho Not Valid
# Sensor ID:   USB25103-1715507101             
# Software Version:  MDTUSBMAG3D.V9.20220510
# ************************
# 
# SENSOR_NB_SAMPLE: 10 
# SENSOR_GAIN: 1 
# SENSOR_READ_DELAY: 0.7 
# SENSOR_Oe_mT: 0.1 
# working dist: 5 mm
# Rotation step angle: 12.000000000000004°
# sensor pos #1: 0 mm
# sensor pos #2: 1 mm
#
# ZPos#; a[°]; X1_magn[mT]; Y1_magn[mT]; Z1_magn[mT]
 1;  0.0;  -58.635000;   20.537000;    6.204400
 1; 12.0;  -53.309000;   18.152000;  -17.562000
 1; 24.0;  -26.404000;    8.843100;  -34.905000
 1; 36.0;    9.967400;   -3.748500;  -39.038000
 1; 48.0;   43.086000;  -14.650000;  -28.511000
 1; 60.0;   59.118000;  -19.514000;   -6.384000
 1; 72.0;   52.765000;  -16.851000;   17.540000
 1; 84.0;   25.022000;   -7.369100;   34.428000
 1; 96.0;  -11.359000;    5.128100;   37.841000
 1;108.0;  -43.432000;   15.717000;   26.792000
 1;120.0;  -58.098000;   20.325000;    4.916900
 1;132.0;  -51.289000;   17.657000;  -18.289000
 1;144.0;  -24.329000;    8.399100;  -34.564000
 1;156.0;   10.887000;   -3.777300;  -37.832000
 1;168.0;   41.984000;  -14.130000;  -27.138000
 1;180.0;   56.535000;  -18.623000;   -5.867000
 1;192.0;   50.225000;  -15.996000;   16.912000
 1;204.0;   24.183000;   -6.984100;   33.104000
 1;216.0;  -10.208000;    4.865200;   36.659000
 1;228.0;  -41.088000;   15.036000;   26.474000
 1;240.0;  -56.188000;   19.630000;    5.646700
 1;252.0;  -50.786000;   17.272000;  -17.023000
 1;264.0;  -25.485000;    8.457000;  -33.630000
 1;276.0;    9.006300;   -3.459500;  -37.840000
 1;288.0;   40.903000;  -13.942000;  -28.074000
 1;300.0;   57.050000;  -18.831000;   -7.026700
 1;312.0;   52.021000;  -16.500000;   16.146000
 1;324.0;   26.426000;   -7.440000;   33.364000
 1;336.0;   -9.140600;    4.772200;   37.816000
 1;348.0;  -41.913000;   15.534000;   27.883000
 2;  0.0;  -59.660000;   19.953000;    6.257200
 2; 12.0;  -54.221000;   17.598000;  -17.842000
 2; 24.0;  -26.826000;    8.531300;  -35.397000
 2; 36.0;   10.196000;   -3.682000;  -39.547000
 2; 48.0;   43.883000;  -14.212000;  -28.846000
 2; 60.0;   60.128000;  -18.900000;   -6.399200
 2; 72.0;   53.692000;  -16.291000;   17.824000
 2; 84.0;   25.499000;   -7.084500;   34.912000
 2; 96.0;  -11.511000;    5.032500;   38.350000
 2;108.0;  -44.180000;   15.218000;   27.124000
 2;120.0;  -59.090000;   19.759000;    4.899900
 2;132.0;  -52.144000;   17.112000;  -18.627000
 2;144.0;  -24.600000;    8.070500;  -35.081000
 2;156.0;   11.247000;   -3.772400;  -38.317000
 2;168.0;   42.860000;  -13.773000;  -27.387000
 2;180.0;   57.506000;  -18.064000;   -5.801600
 2;192.0;   51.081000;  -15.475000;   17.217000
 2;204.0;   24.609000;   -6.724200;   33.573000
 2;216.0;  -10.369000;    4.808400;   37.145000
 2;228.0;  -41.780000;   14.643000;   26.826000
 2;240.0;  -57.151000;   19.100000;    5.699900
 2;252.0;  -51.667000;   16.762000;  -17.249000
 2;264.0;  -25.906000;    8.184400;  -34.092000
 2;276.0;    9.265500;   -3.428100;  -38.333000
 2;288.0;   41.648000;  -13.551000;  -28.399000
 2;300.0;   58.042000;  -18.277000;   -7.055900
 2;312.0;   52.947000;  -15.969000;   16.419000
 2;324.0;   26.860000;   -7.146900;   33.831000
 2;336.0;   -9.318000;    4.711300;   38.327000
 2;348.0;  -42.675000;   15.134000;   28.220000
