# *CALIBRATION************
# Voff:  -0.000557, -0.000502, 0.000355
# Oe*Vref/V:  18766.300781, 19118.269531, 18920.400390
# mV/Vref/Oe:  0.053287, 0.052306, 0.052853
# Hrel:  0.000000, 0.000000, 0.000000
# ADC Vref:  4.000000
# ADC Bits:  16
# ADC samples:  10
# ADC Speed:  4
# Linearization
# A0:  0.000000, 0.000000, 0.000000
# A1:  1.000000, 1.000000, 1.000000
# A2:  0.000000, 0.000000, 0.000000
# A3:  0.222500, 0.222500, 0.222500
# A4:  0.000000, 0.000000, 0.000000
# A5:  3.403000, 3.403000, 3.403000
# Orthogonalization
# 1.000000, 0.000000, 0.000000
# 0.000000, 1.000000, 0.000000
# 0.000000, 0.000000, 1.000000
# EEPROM Cal Valid, Valid, Valid
# EEPROM Lin Valid, Valid, Valid
# EEPROM Ortho Not Valid
# Sensor ID:   USB25103-1715507101             
# Software Version:  MDTUSBMAG3D.V9.20220510
# ************************
# 
# SENSOR_NB_SAMPLE: 10 
# SENSOR_GAIN: 1 
# SENSOR_READ_DELAY: 0.7 
# SENSOR_Oe_mT: 0.1 
# working dist: 2 mm
# Rotation step angle: 12.000000000000004°
# sensor pos #1: 0 mm
# sensor pos #2: 1 mm
#
# ZPos#; a[°]; X1_magn[mT]; Y1_magn[mT]; Z1_magn[mT]
 1;  0.0;  -45.803000;   15.542000;  -22.285000
 1; 12.0;  -17.113000;    5.517500;  -36.064000
 1; 24.0;   18.155000;   -6.473600;  -36.652000
 1; 36.0;   47.424000;  -15.848000;  -23.543000
 1; 48.0;   57.559000;  -18.912000;   -1.094400
 1; 60.0;   47.051000;  -14.757000;   21.576000
 1; 72.0;   17.890000;   -4.459500;   35.910000
 1; 84.0;  -18.418000;    7.799800;   36.689000
 1; 96.0;  -48.654000;   17.485000;   23.320000
 1;108.0;  -59.181000;   20.637000;    0.259930
 1;120.0;  -47.985000;   16.336000;  -23.073000
 1;132.0;  -17.535000;    5.752400;  -37.402000
 1;144.0;   19.486000;   -6.869100;  -37.746000
 1;156.0;   49.812000;  -16.597000;  -23.744000
 1;168.0;   59.429000;  -19.512000;   -0.276640
 1;180.0;   47.114000;  -14.971000;   23.032000
 1;192.0;   16.111000;   -4.304100;   36.757000
 1;204.0;  -20.594000;    8.153000;   36.405000
 1;216.0;  -49.714000;   17.578000;   22.069000
 1;228.0;  -58.277000;   20.333000;   -1.012000
 1;240.0;  -45.833000;   15.845000;  -23.493000
 1;252.0;  -15.569000;    5.362200;  -36.809000
 1;264.0;   20.000000;   -6.782400;  -36.389000
 1;276.0;   48.157000;  -15.953000;  -22.452000
 1;288.0;   56.766000;  -18.607000;    0.085881
 1;300.0;   44.932000;  -14.194000;   22.167000
 1;312.0;   15.740000;   -4.040500;   35.391000
 1;324.0;  -19.058000;    7.791900;   35.381000
 1;336.0;  -47.260000;   16.877000;   21.986000
 1;348.0;  -56.612000;   19.679000;   -0.172060
 2;  0.0;  -46.484000;   15.093000;  -22.646000
 2; 12.0;  -17.308000;    5.320400;  -36.560000
 2; 24.0;   18.465000;   -6.322400;  -37.127000
 2; 36.0;   48.252000;  -15.419000;  -23.818000
 2; 48.0;   58.510000;  -18.340000;   -0.989850
 2; 60.0;   47.751000;  -14.224000;   21.998000
 2; 72.0;   17.968000;   -4.195100;   36.449000
 2; 84.0;  -18.982000;    7.735900;   37.112000
 2; 96.0;  -49.612000;   17.062000;   23.500000
 2;108.0;  -60.149000;   20.039000;    0.126160
 2;120.0;  -48.745000;   15.856000;  -23.446000
 2;132.0;  -17.832000;    5.563800;  -37.910000
 2;144.0;   19.833000;   -6.694300;  -38.224000
 2;156.0;   50.658000;  -16.104000;  -24.010000
 2;168.0;   60.403000;  -18.916000;   -0.221950
 2;180.0;   47.918000;  -14.480000;   23.358000
 2;192.0;   16.347000;   -4.083500;   37.264000
 2;204.0;  -21.024000;    8.011500;   36.863000
 2;216.0;  -50.605000;   17.129000;   22.281000
 2;228.0;  -59.216000;   19.761000;   -1.102600
 2;240.0;  -46.522000;   15.337000;  -23.895000
 2;252.0;  -15.759000;    5.163200;  -37.317000
 2;264.0;   20.351000;   -6.623700;  -36.836000
 2;276.0;   49.012000;  -15.527000;  -22.670000
 2;288.0;   57.691000;  -18.040000;    0.158680
 2;300.0;   45.657000;  -13.741000;   22.513000
 2;312.0;   15.925000;   -3.847800;   35.891000
 2;324.0;  -19.448000;    7.651500;   35.803000
 2;336.0;  -48.070000;   16.451000;   22.207000
 2;348.0;  -57.492000;   19.137000;   -0.245230
